timestamp,symbol,bid,ask,bid_size,ask_size,exchange,conditions,data_source
2025-10-10T19:14:30.008Z,SPY,656.64,656.65,3,1,,,stock_quote
2025-10-10T19:14:30.016Z,SPY,656.64,656.66,2,3,,,stock_quote
2025-10-10T19:14:30.019Z,SPY,656.64,656.66,2,3,,,stock_quote
2025-10-10T19:14:30.019Z,SPY,656.64,656.66,2,3,,,stock_quote
2025-10-10T19:14:30.027Z,SPY,656.64,656.66,3,3,,,stock_quote
2025-10-10T19:14:30.060Z,SPY,656.65,656.66,1,3,,,stock_quote
2025-10-10T19:14:30.062Z,SPY,656.65,656.67,3,5,,,stock_quote
2025-10-10T19:14:30.069Z,SPY,656.65,656.67,4,2,,,stock_quote
2025-10-10T19:14:30.071Z,SPY,656.65,656.67,5,2,,,stock_quote
2025-10-10T19:14:30.082Z,SPY,656.66,656.67,1,2,,,stock_quote
2025-10-10T19:14:30.084Z,SPY,656.65,656.67,5,2,,,stock_quote
2025-10-10T19:14:30.108Z,SPY,656.66,656.67,1,2,,,stock_quote
2025-10-10T19:14:30.108Z,SPY,656.66,656.67,2,1,,,stock_quote
2025-10-10T19:14:30.117Z,SPY,656.66,656.67,3,1,,,stock_quote
2025-10-10T19:14:30.118Z,SPY,656.66,656.68,3,1,,,stock_quote
2025-10-10T19:14:30.121Z,SPY,656.66,656.68,3,1,,,stock_quote
2025-10-10T19:14:30.125Z,SPY,656.67,656.68,1,1,,,stock_quote
2025-10-10T19:14:30.161Z,SPY,656.67,656.68,1,5,,,stock_quote
2025-10-10T19:14:30.166Z,SPY,656.67,656.68,1,3,,,stock_quote
2025-10-10T19:14:30.171Z,SPY,656.67,656.68,2,3,,,stock_quote
2025-10-10T19:14:30.175Z,SPY,656.67,656.68,2,4,,,stock_quote
2025-10-10T19:14:30.206Z,SPY,656.66,656.68,3,4,,,stock_quote
2025-10-10T19:14:30.218Z,SPY,656.66,656.68,1,5,,,stock_quote
2025-10-10T19:14:30.299Z,SPY,656.65,656.68,4,5,,,stock_quote
2025-10-10T19:14:30.302Z,SPY,656.66,656.68,1,5,,,stock_quote
2025-10-10T19:14:30.329Z,SPY,656.66,656.68,1,5,,,stock_quote
2025-10-10T19:14:30.346Z,SPY,656.66,656.68,2,5,,,stock_quote
2025-10-10T19:14:30.360Z,SPY,656.66,656.68,2,3,,,stock_quote
2025-10-10T19:14:30.394Z,SPY,656.66,656.68,3,2,,,stock_quote
2025-10-10T19:14:30.445Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:30.554Z,SPY,656.66,656.68,3,2,,,stock_quote
2025-10-10T19:14:30.558Z,SPY,656.66,656.68,4,2,,,stock_quote
2025-10-10T19:14:30.561Z,SPY,656.68,656.69,2,8,,,stock_quote
2025-10-10T19:14:30.561Z,SPY,656.68,656.69,10,8,,,stock_quote
2025-10-10T19:14:30.566Z,SPY,656.68,656.69,9,8,,,stock_quote
2025-10-10T19:14:30.566Z,SPY,656.68,656.69,10,7,,,stock_quote
2025-10-10T19:14:30.581Z,SPY,656.68,656.69,11,2,,,stock_quote
2025-10-10T19:14:30.582Z,SPY,656.68,656.69,2,2,,,stock_quote
2025-10-10T19:14:30.583Z,SPY,656.67,656.69,5,5,,,stock_quote
2025-10-10T19:14:30.583Z,SPY,656.68,656.7,4,3,,,stock_quote
2025-10-10T19:14:30.585Z,SPY,656.68,656.7,1,4,,,stock_quote
2025-10-10T19:14:30.586Z,SPY,656.67,656.69,4,3,,,stock_quote
2025-10-10T19:14:30.587Z,SPY,656.67,656.69,3,3,,,stock_quote
2025-10-10T19:14:30.598Z,SPY,656.67,656.69,3,3,,,stock_quote
2025-10-10T19:14:30.607Z,SPY,656.67,656.69,3,8,,,stock_quote
2025-10-10T19:14:30.641Z,SPY,656.67,656.69,4,8,,,stock_quote
2025-10-10T19:14:30.660Z,SPY,656.67,656.69,4,4,,,stock_quote
2025-10-10T19:14:30.662Z,SPY,656.67,656.69,4,5,,,stock_quote
2025-10-10T19:14:30.743Z,SPY,656.67,656.69,3,5,,,stock_quote
2025-10-10T19:14:30.764Z,SPY,656.67,656.69,2,5,,,stock_quote
2025-10-10T19:14:30.802Z,SPY,656.67,656.69,2,5,,,stock_quote
2025-10-10T19:14:30.858Z,SPY,656.67,656.69,1,10,,,stock_quote
2025-10-10T19:14:30.867Z,SPY,656.66,656.68,4,3,,,stock_quote
2025-10-10T19:14:30.869Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:30.869Z,SPY,656.65,656.66,3,2,,,stock_quote
2025-10-10T19:14:30.870Z,SPY,656.64,656.66,3,4,,,stock_quote
2025-10-10T19:14:30.881Z,SPY,656.64,656.66,4,4,,,stock_quote
2025-10-10T19:14:30.890Z,SPY,656.64,656.66,4,3,,,stock_quote
2025-10-10T19:14:31.005Z,SPY,656.64,656.66,4,2,,,stock_quote
2025-10-10T19:14:31.008Z,SPY,656.65,656.66,1,2,,,stock_quote
2025-10-10T19:14:31.036Z,SPY,656.65,656.66,2,1,,,stock_quote
2025-10-10T19:14:31.051Z,SPY,656.65,656.67,3,4,,,stock_quote
2025-10-10T19:14:31.057Z,SPY,656.65,656.67,2,9,,,stock_quote
2025-10-10T19:14:31.054Z,SPY,656.65,656.67,1,9,,,stock_quote
2025-10-10T19:14:31.057Z,SPY,656.65,656.67,3,2,,,stock_quote
2025-10-10T19:14:31.063Z,SPY,656.66,656.67,4,1,,,stock_quote
2025-10-10T19:14:31.064Z,SPY,656.67,656.68,2,4,,,stock_quote
2025-10-10T19:14:31.064Z,SPY,656.67,656.68,3,1,,,stock_quote
2025-10-10T19:14:31.072Z,SPY,656.67,656.68,4,1,,,stock_quote
2025-10-10T19:14:31.081Z,SPY,656.67,656.69,4,2,,,stock_quote
2025-10-10T19:14:31.086Z,SPY,656.68,656.7,3,5,,,stock_quote
2025-10-10T19:14:31.093Z,SPY,656.68,656.7,3,4,,,stock_quote
2025-10-10T19:14:31.106Z,SPY,656.68,656.7,3,5,,,stock_quote
2025-10-10T19:14:31.155Z,SPY,656.68,656.7,3,5,,,stock_quote
2025-10-10T19:14:31.399Z,SPY,656.67,656.69,4,5,,,stock_quote
2025-10-10T19:14:31.407Z,SPY,656.67,656.69,4,7,,,stock_quote
2025-10-10T19:14:31.408Z,SPY,656.67,656.69,3,7,,,stock_quote
2025-10-10T19:14:31.424Z,SPY,656.68,656.69,1,7,,,stock_quote
2025-10-10T19:14:31.429Z,SPY,656.67,656.69,3,7,,,stock_quote
2025-10-10T19:14:31.442Z,SPY,656.67,656.69,4,7,,,stock_quote
2025-10-10T19:14:31.478Z,SPY,656.67,656.69,3,7,,,stock_quote
2025-10-10T19:14:31.482Z,SPY,656.67,656.69,2,8,,,stock_quote
2025-10-10T19:14:31.558Z,SPY,656.67,656.68,2,1,,,stock_quote
2025-10-10T19:14:31.560Z,SPY,656.67,656.68,2,1,,,stock_quote
2025-10-10T19:14:31.561Z,SPY,656.67,656.68,2,3,,,stock_quote
2025-10-10T19:14:31.584Z,SPY,656.67,656.68,2,2,,,stock_quote
2025-10-10T19:14:31.602Z,SPY,656.67,656.68,2,1,,,stock_quote
2025-10-10T19:14:31.603Z,SPY,656.67,656.69,4,8,,,stock_quote
2025-10-10T19:14:31.624Z,SPY,656.67,656.69,3,8,,,stock_quote
2025-10-10T19:14:31.643Z,SPY,656.67,656.68,1,4,,,stock_quote
2025-10-10T19:14:31.643Z,SPY,656.66,656.68,4,7,,,stock_quote
2025-10-10T19:14:31.663Z,SPY,656.66,656.68,3,5,,,stock_quote
2025-10-10T19:14:31.665Z,SPY,656.66,656.68,3,10,,,stock_quote
2025-10-10T19:14:31.665Z,SPY,656.65,656.66,2,4,,,stock_quote
2025-10-10T19:14:31.670Z,SPY,656.65,656.66,3,4,,,stock_quote
2025-10-10T19:14:31.672Z,SPY,656.65,656.66,2,4,,,stock_quote
2025-10-10T19:14:31.677Z,SPY,656.65,656.67,4,10,,,stock_quote
2025-10-10T19:14:31.676Z,SPY,656.65,656.66,2,4,,,stock_quote
2025-10-10T19:14:31.770Z,SPY,656.65,656.67,4,4,,,stock_quote
2025-10-10T19:14:31.772Z,SPY,656.65,656.67,4,4,,,stock_quote
2025-10-10T19:14:31.772Z,SPY,656.65,656.67,9,1,,,stock_quote
2025-10-10T19:14:31.780Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:31.786Z,SPY,656.66,656.68,3,4,,,stock_quote
2025-10-10T19:14:31.790Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:31.797Z,SPY,656.67,656.68,3,1,,,stock_quote
2025-10-10T19:14:31.786Z,SPY,656.66,656.68,3,5,,,stock_quote
2025-10-10T19:14:31.798Z,SPY,656.67,656.69,3,8,,,stock_quote
2025-10-10T19:14:31.798Z,SPY,656.67,656.68,3,1,,,stock_quote
2025-10-10T19:14:31.808Z,SPY,656.67,656.68,3,2,,,stock_quote
2025-10-10T19:14:31.991Z,SPY,656.66,656.68,5,2,,,stock_quote
2025-10-10T19:14:31.998Z,SPY,656.67,656.68,1,2,,,stock_quote
2025-10-10T19:14:31.999Z,SPY,656.67,656.69,5,3,,,stock_quote
2025-10-10T19:14:32.029Z,SPY,656.67,656.69,4,3,,,stock_quote
2025-10-10T19:14:32.073Z,SPY,656.67,656.69,3,5,,,stock_quote
2025-10-10T19:14:32.075Z,SPY,656.67,656.69,3,5,,,stock_quote
2025-10-10T19:14:32.081Z,SPY,656.67,656.69,4,5,,,stock_quote
2025-10-10T19:14:32.109Z,SPY,656.67,656.69,4,3,,,stock_quote
2025-10-10T19:14:32.214Z,SPY,656.67,656.69,4,2,,,stock_quote
2025-10-10T19:14:32.218Z,SPY,656.67,656.69,4,2,,,stock_quote
2025-10-10T19:14:32.216Z,SPY,656.67,656.69,4,2,,,stock_quote
2025-10-10T19:14:32.219Z,SPY,656.67,656.69,4,3,,,stock_quote
2025-10-10T19:14:32.267Z,SPY,656.67,656.69,3,5,,,stock_quote
2025-10-10T19:14:32.297Z,SPY,656.67,656.69,3,8,,,stock_quote
2025-10-10T19:14:32.299Z,SPY,656.67,656.69,1,8,,,stock_quote
2025-10-10T19:14:32.318Z,SPY,656.67,656.69,1,9,,,stock_quote
2025-10-10T19:14:32.321Z,SPY,656.67,656.68,1,1,,,stock_quote
2025-10-10T19:14:32.322Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:32.428Z,SPY,656.66,656.68,4,3,,,stock_quote
2025-10-10T19:14:32.440Z,SPY,656.66,656.68,5,3,,,stock_quote
2025-10-10T19:14:32.445Z,SPY,656.66,656.68,5,2,,,stock_quote
2025-10-10T19:14:32.445Z,SPY,656.66,656.68,4,2,,,stock_quote
2025-10-10T19:14:32.553Z,SPY,656.66,656.68,4,3,,,stock_quote
2025-10-10T19:14:32.555Z,SPY,656.66,656.68,2,3,,,stock_quote
2025-10-10T19:14:32.554Z,SPY,656.66,656.68,3,3,,,stock_quote
2025-10-10T19:14:32.562Z,SPY,656.65,656.67,3,8,,,stock_quote
2025-10-10T19:14:32.574Z,SPY,656.65,656.66,4,5,,,stock_quote
2025-10-10T19:14:32.572Z,SPY,656.65,656.66,2,2,,,stock_quote
2025-10-10T19:14:32.583Z,SPY,656.65,656.66,4,1,,,stock_quote
2025-10-10T19:14:32.590Z,SPY,656.64,656.66,3,4,,,stock_quote
2025-10-10T19:14:32.588Z,SPY,656.65,656.66,3,1,,,stock_quote
2025-10-10T19:14:32.609Z,SPY,656.64,656.66,4,5,,,stock_quote
2025-10-10T19:14:32.743Z,SPY,656.64,656.66,3,5,,,stock_quote
2025-10-10T19:14:32.747Z,SPY,656.64,656.66,3,5,,,stock_quote
2025-10-10T19:14:32.824Z,SPY,656.64,656.66,2,5,,,stock_quote
2025-10-10T19:14:32.826Z,SPY,656.63,656.65,3,5,,,stock_quote
2025-10-10T19:14:32.830Z,SPY,656.63,656.64,5,5,,,stock_quote
2025-10-10T19:14:32.834Z,SPY,656.63,656.64,8,3,,,stock_quote
2025-10-10T19:14:32.840Z,SPY,656.64,656.65,1,2,,,stock_quote
2025-10-10T19:14:32.961Z,SPY,656.64,656.66,3,5,,,stock_quote
2025-10-10T19:14:32.963Z,SPY,656.64,656.66,3,4,,,stock_quote
2025-10-10T19:14:32.970Z,SPY,656.64,656.66,3,3,,,stock_quote
2025-10-10T19:14:32.982Z,SPY,656.64,656.66,3,4,,,stock_quote
2025-10-10T19:14:32.983Z,SPY,656.64,656.66,1,5,,,stock_quote
2025-10-10T19:14:33.005Z,SPY,656.64,656.66,2,5,,,stock_quote
2025-10-10T19:14:33.021Z,SPY,656.64,656.66,1,5,,,stock_quote
2025-10-10T19:14:33.117Z,SPY,656.63,656.66,10,5,,,stock_quote
2025-10-10T19:14:33.118Z,SPY,656.63,656.66,9,5,,,stock_quote
2025-10-10T19:14:33.162Z,SPY,656.63,656.66,10,5,,,stock_quote
2025-10-10T19:14:33.175Z,SPY,656.64,656.66,1,5,,,stock_quote
2025-10-10T19:14:33.229Z,SPY,656.64,656.66,2,5,,,stock_quote
2025-10-10T19:14:33.233Z,SPY,656.64,656.66,1,5,,,stock_quote
2025-10-10T19:14:33.247Z,SPY,656.64,656.66,2,5,,,stock_quote
2025-10-10T19:14:33.298Z,SPY,656.64,656.66,2,5,,,stock_quote
2025-10-10T19:14:33.306Z,SPY,656.63,656.66,5,5,,,stock_quote
2025-10-10T19:14:33.429Z,SPY,656.63,656.65,5,1,,,stock_quote
2025-10-10T19:14:33.431Z,SPY,656.63,656.65,5,3,,,stock_quote
2025-10-10T19:14:33.434Z,SPY,656.63,656.64,2,19,,,stock_quote
2025-10-10T19:14:33.435Z,SPY,656.61,656.62,1,5,,,stock_quote
2025-10-10T19:14:33.438Z,SPY,656.6,656.62,3,5,,,stock_quote
2025-10-10T19:14:33.447Z,SPY,656.6,656.62,2,10,,,stock_quote
2025-10-10T19:14:33.439Z,SPY,656.6,656.62,3,9,,,stock_quote
2025-10-10T19:14:33.446Z,SPY,656.6,656.62,2,9,,,stock_quote
2025-10-10T19:14:33.463Z,SPY,656.6,656.62,3,10,,,stock_quote
2025-10-10T19:14:33.469Z,SPY,656.6,656.62,9,9,,,stock_quote
2025-10-10T19:14:33.470Z,SPY,656.6,656.62,4,6,,,stock_quote
2025-10-10T19:14:33.474Z,SPY,656.6,656.62,4,6,,,stock_quote
2025-10-10T19:14:33.492Z,SPY,656.6,656.62,3,6,,,stock_quote
2025-10-10T19:14:33.493Z,SPY,656.6,656.62,3,6,,,stock_quote
2025-10-10T19:14:33.495Z,SPY,656.6,656.62,2,6,,,stock_quote
2025-10-10T19:14:33.536Z,SPY,656.6,656.62,2,9,,,stock_quote
2025-10-10T19:14:33.538Z,SPY,656.6,656.62,2,9,,,stock_quote
2025-10-10T19:14:33.539Z,SPY,656.6,656.61,2,1,,,stock_quote
2025-10-10T19:14:33.548Z,SPY,656.59,656.6,2,2,,,stock_quote
2025-10-10T19:14:33.550Z,SPY,656.59,656.6,3,2,,,stock_quote
2025-10-10T19:14:33.549Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.575Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.612Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.654Z,SPY,656.59,656.6,4,1,,,stock_quote
2025-10-10T19:14:33.656Z,SPY,656.59,656.6,5,1,,,stock_quote
2025-10-10T19:14:33.657Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.683Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.748Z,SPY,656.59,656.6,3,2,,,stock_quote
2025-10-10T19:14:33.789Z,SPY,656.59,656.6,2,2,,,stock_quote
2025-10-10T19:14:33.792Z,SPY,656.59,656.6,2,1,,,stock_quote
2025-10-10T19:14:33.936Z,SPY,656.59,656.61,3,5,,,stock_quote
2025-10-10T19:14:33.938Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:33.938Z,SPY,656.59,656.6,2,3,,,stock_quote
2025-10-10T19:14:33.940Z,SPY,656.59,656.6,2,4,,,stock_quote
2025-10-10T19:14:33.948Z,SPY,656.59,656.6,1,4,,,stock_quote
2025-10-10T19:14:34.009Z,SPY,656.59,656.6,2,3,,,stock_quote
2025-10-10T19:14:34.143Z,SPY,656.59,656.6,1,3,,,stock_quote
2025-10-10T19:14:34.144Z,SPY,656.59,656.6,1,4,,,stock_quote
2025-10-10T19:14:34.150Z,SPY,656.58,656.6,5,4,,,stock_quote
2025-10-10T19:14:34.187Z,SPY,656.58,656.59,5,1,,,stock_quote
2025-10-10T19:14:34.189Z,SPY,656.58,656.59,5,2,,,stock_quote
2025-10-10T19:14:34.196Z,SPY,656.58,656.59,5,3,,,stock_quote
2025-10-10T19:14:34.197Z,SPY,656.58,656.59,2,3,,,stock_quote
2025-10-10T19:14:34.200Z,SPY,656.58,656.59,2,5,,,stock_quote
2025-10-10T19:14:34.204Z,SPY,656.57,656.58,2,3,,,stock_quote
2025-10-10T19:14:34.208Z,SPY,656.56,656.57,3,1,,,stock_quote
2025-10-10T19:14:34.210Z,SPY,656.56,656.57,1,5,,,stock_quote
2025-10-10T19:14:34.214Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.216Z,SPY,656.54,656.56,3,3,,,stock_quote
2025-10-10T19:14:34.223Z,SPY,656.54,656.56,3,4,,,stock_quote
2025-10-10T19:14:34.232Z,SPY,656.54,656.55,3,1,,,stock_quote
2025-10-10T19:14:34.233Z,SPY,656.54,656.55,3,3,,,stock_quote
2025-10-10T19:14:34.238Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.238Z,SPY,656.54,656.55,3,1,,,stock_quote
2025-10-10T19:14:34.239Z,SPY,656.53,656.55,3,10,,,stock_quote
2025-10-10T19:14:34.239Z,SPY,656.53,656.55,2,10,,,stock_quote
2025-10-10T19:14:34.239Z,SPY,656.53,656.54,2,3,,,stock_quote
2025-10-10T19:14:34.241Z,SPY,656.54,656.55,3,8,,,stock_quote
2025-10-10T19:14:34.243Z,SPY,656.55,656.56,2,4,,,stock_quote
2025-10-10T19:14:34.244Z,SPY,656.55,656.56,2,5,,,stock_quote
2025-10-10T19:14:34.246Z,SPY,656.55,656.56,2,4,,,stock_quote
2025-10-10T19:14:34.248Z,SPY,656.55,656.56,2,5,,,stock_quote
2025-10-10T19:14:34.254Z,SPY,656.55,656.56,1,5,,,stock_quote
2025-10-10T19:14:34.253Z,SPY,656.54,656.56,4,5,,,stock_quote
2025-10-10T19:14:34.256Z,SPY,656.54,656.56,5,4,,,stock_quote
2025-10-10T19:14:34.267Z,SPY,656.55,656.56,1,4,,,stock_quote
2025-10-10T19:14:34.301Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.304Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.313Z,SPY,656.55,656.56,1,4,,,stock_quote
2025-10-10T19:14:34.315Z,SPY,656.55,656.56,1,4,,,stock_quote
2025-10-10T19:14:34.322Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.325Z,SPY,656.55,656.57,4,10,,,stock_quote
2025-10-10T19:14:34.341Z,SPY,656.55,656.57,3,10,,,stock_quote
2025-10-10T19:14:34.351Z,SPY,656.55,656.56,3,3,,,stock_quote
2025-10-10T19:14:34.383Z,SPY,656.55,656.56,3,2,,,stock_quote
2025-10-10T19:14:34.489Z,SPY,656.55,656.57,3,9,,,stock_quote
2025-10-10T19:14:34.491Z,SPY,656.55,656.56,3,1,,,stock_quote
2025-10-10T19:14:34.545Z,SPY,656.56,656.57,4,3,,,stock_quote
2025-10-10T19:14:34.545Z,SPY,656.55,656.56,3,4,,,stock_quote
2025-10-10T19:14:34.551Z,SPY,656.56,656.57,3,2,,,stock_quote
2025-10-10T19:14:34.578Z,SPY,656.56,656.57,3,2,,,stock_quote
2025-10-10T19:14:34.594Z,SPY,656.56,656.57,4,1,,,stock_quote
2025-10-10T19:14:34.596Z,SPY,656.56,656.58,4,4,,,stock_quote
2025-10-10T19:14:34.599Z,SPY,656.56,656.58,5,3,,,stock_quote
2025-10-10T19:14:34.606Z,SPY,656.56,656.58,5,3,,,stock_quote
2025-10-10T19:14:34.608Z,SPY,656.57,656.58,2,3,,,stock_quote
2025-10-10T19:14:34.613Z,SPY,656.57,656.58,2,3,,,stock_quote
2025-10-10T19:14:34.633Z,SPY,656.57,656.58,3,4,,,stock_quote
2025-10-10T19:14:34.633Z,SPY,656.57,656.58,2,4,,,stock_quote
2025-10-10T19:14:34.686Z,SPY,656.57,656.58,1,4,,,stock_quote
2025-10-10T19:14:34.691Z,SPY,656.56,656.57,3,2,,,stock_quote
2025-10-10T19:14:34.703Z,SPY,656.56,656.57,3,1,,,stock_quote
2025-10-10T19:14:34.704Z,SPY,656.56,656.58,3,4,,,stock_quote
2025-10-10T19:14:34.717Z,SPY,656.56,656.58,2,4,,,stock_quote
2025-10-10T19:14:34.718Z,SPY,656.56,656.57,2,3,,,stock_quote
2025-10-10T19:14:34.722Z,SPY,656.56,656.57,4,1,,,stock_quote
2025-10-10T19:14:34.727Z,SPY,656.56,656.58,3,4,,,stock_quote
2025-10-10T19:14:34.727Z,SPY,656.55,656.56,2,3,,,stock_quote
2025-10-10T19:14:34.737Z,SPY,656.55,656.56,2,4,,,stock_quote
2025-10-10T19:14:34.793Z,SPY,656.55,656.56,1,3,,,stock_quote
2025-10-10T19:14:34.920Z,SPY,656.55,656.56,3,1,,,stock_quote
2025-10-10T19:14:34.921Z,SPY,656.55,656.57,3,10,,,stock_quote
2025-10-10T19:14:34.922Z,SPY,656.57,656.58,1,3,,,stock_quote
2025-10-10T19:14:34.928Z,SPY,656.58,656.58,1,1,,,stock_quote
2025-10-10T19:14:34.929Z,SPY,656.58,656.59,2,3,,,stock_quote
2025-10-10T19:14:34.931Z,SPY,656.58,656.59,1,3,,,stock_quote
2025-10-10T19:14:34.957Z,SPY,656.58,656.59,2,5,,,stock_quote
2025-10-10T19:14:34.957Z,SPY,656.58,656.59,2,5,,,stock_quote
2025-10-10T19:14:34.982Z,SPY,656.58,656.59,3,3,,,stock_quote
2025-10-10T19:14:34.988Z,SPY,656.59,656.6,1,6,,,stock_quote
2025-10-10T19:14:35.125Z,SPY,656.58,656.59,3,1,,,stock_quote
2025-10-10T19:14:35.126Z,SPY,656.58,656.59,3,2,,,stock_quote
2025-10-10T19:14:35.127Z,SPY,656.57,656.57,2,1,,,stock_quote
2025-10-10T19:14:35.128Z,SPY,656.57,656.58,2,5,,,stock_quote
2025-10-10T19:14:35.141Z,SPY,656.57,656.58,2,4,,,stock_quote
2025-10-10T19:14:35.143Z,SPY,656.57,656.58,3,3,,,stock_quote
2025-10-10T19:14:35.275Z,SPY,656.57,656.58,3,2,,,stock_quote
2025-10-10T19:14:35.296Z,SPY,656.57,656.58,3,1,,,stock_quote
2025-10-10T19:14:35.301Z,SPY,656.57,656.58,5,1,,,stock_quote
2025-10-10T19:14:35.305Z,SPY,656.58,656.6,4,6,,,stock_quote
2025-10-10T19:14:35.318Z,SPY,656.58,656.59,4,4,,,stock_quote
2025-10-10T19:14:35.323Z,SPY,656.58,656.59,4,3,,,stock_quote
2025-10-10T19:14:35.324Z,SPY,656.58,656.59,2,5,,,stock_quote
2025-10-10T19:14:35.327Z,SPY,656.58,656.59,2,5,,,stock_quote
2025-10-10T19:14:35.331Z,SPY,656.58,656.59,1,5,,,stock_quote
2025-10-10T19:14:35.345Z,SPY,656.57,656.58,3,2,,,stock_quote
2025-10-10T19:14:35.375Z,SPY,656.57,656.59,4,5,,,stock_quote
2025-10-10T19:14:35.381Z,SPY,656.58,656.59,1,5,,,stock_quote
2025-10-10T19:14:35.382Z,SPY,656.59,656.59,3,4,,,stock_quote
2025-10-10T19:14:35.382Z,SPY,656.59,656.6,3,1,,,stock_quote
2025-10-10T19:14:35.388Z,SPY,656.6,656.61,3,2,,,stock_quote
2025-10-10T19:14:35.389Z,SPY,656.59,656.61,4,5,,,stock_quote
2025-10-10T19:14:35.389Z,SPY,656.6,656.61,2,3,,,stock_quote
2025-10-10T19:14:35.394Z,SPY,656.59,656.61,4,3,,,stock_quote
2025-10-10T19:14:35.411Z,SPY,656.6,656.61,3,3,,,stock_quote
2025-10-10T19:14:35.510Z,SPY,656.6,656.61,3,2,,,stock_quote
2025-10-10T19:14:35.650Z,SPY,656.6,656.61,3,3,,,stock_quote
2025-10-10T19:14:35.651Z,SPY,656.6,656.61,3,4,,,stock_quote
2025-10-10T19:14:35.652Z,SPY,656.58,656.6,10,4,,,stock_quote
2025-10-10T19:14:35.654Z,SPY,656.58,656.59,2,3,,,stock_quote
2025-10-10T19:14:35.658Z,SPY,656.57,656.58,2,2,,,stock_quote
2025-10-10T19:14:35.665Z,SPY,656.57,656.58,2,2,,,stock_quote
2025-10-10T19:14:35.667Z,SPY,656.57,656.58,1,4,,,stock_quote
2025-10-10T19:14:35.683Z,SPY,656.57,656.57,1,1,,,stock_quote
2025-10-10T19:14:35.775Z,SPY,656.56,656.57,3,2,,,stock_quote
2025-10-10T19:14:35.828Z,SPY,656.56,656.57,2,2,,,stock_quote
