timestamp               , symbol, price            , size   , exchange , conditions, data_source
2025-10-10T19:14:30.555Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:30.556Z, SPY   , 656.68           ,     100, P        ,           , stock_trade
2025-10-10T19:14:30.556Z, SPY   , 656.68           ,      27, P        , |I        , stock_trade
2025-10-10T19:14:30.587Z, SPY   , 656.682          ,       5, D        , |I        , stock_trade
2025-10-10T19:14:30.590Z, SPY   , 656.68           ,     100, P        ,           , stock_trade
2025-10-10T19:14:30.591Z, SPY   , 656.69           ,     100, P        ,           , stock_trade
2025-10-10T19:14:30.592Z, SPY   , 656.69           ,      26, P        , |I        , stock_trade
2025-10-10T19:14:30.628Z, SPY   , 656.69           ,      50, P        , |I        , stock_trade
2025-10-10T19:14:30.637Z, SPY   , 656.69           ,      20, T        , |I        , stock_trade
2025-10-10T19:14:30.662Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:30.702Z, SPY   , 656.68           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:30.739Z, SPY   , 656.68           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:30.757Z, SPY   , 656.8037         ,      19, D        , |4|I      , stock_trade
2025-10-10T19:14:30.766Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:30.868Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.008Z, SPY   , 656.65           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.048Z, SPY   , 656.675          ,      43, D        , |I        , stock_trade
2025-10-10T19:14:31.107Z, SPY   , 656.69           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.183Z, SPY   , 656.6899         ,       4, D        , |I        , stock_trade
2025-10-10T19:14:31.397Z, SPY   , 656.6801         ,       3, D        , |I        , stock_trade
2025-10-10T19:14:31.402Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.468Z, SPY   , 656.67           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:31.560Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.665Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.669Z, SPY   , 656.66           ,      10, P        , |I        , stock_trade
2025-10-10T19:14:31.677Z, SPY   , 656.6612         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.697Z, SPY   , 656.6588         ,      15, D        , |I        , stock_trade
2025-10-10T19:14:31.733Z, SPY   , 656.6519         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.771Z, SPY   , 656.66           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:31.833Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.849Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.921Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.925Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:31.989Z, SPY   , 656.67           ,      23, N        , |F|I      , stock_trade
2025-10-10T19:14:31.993Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.051Z, SPY   , 656.67           ,      11, D        , |I        , stock_trade
2025-10-10T19:14:32.078Z, SPY   , 656.6899         ,       5, D        , |I        , stock_trade
2025-10-10T19:14:32.110Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.142Z, SPY   , 656.68           ,      18, D        , |I        , stock_trade
2025-10-10T19:14:32.216Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.320Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.334Z, SPY   , 656.685          ,       3, D        , |I        , stock_trade
2025-10-10T19:14:32.386Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:32.404Z, SPY   , 656.66           ,      10, D        , |I        , stock_trade
2025-10-10T19:14:32.429Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.440Z, SPY   , 656.67           ,       1, N        , |I        , stock_trade
2025-10-10T19:14:32.554Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.561Z, SPY   , 656.66           ,      32, N        , |F|I      , stock_trade
2025-10-10T19:14:32.565Z, SPY   , 656.6501         ,     800, D        ,           , stock_trade
2025-10-10T19:14:32.678Z, SPY   , 656.64           ,      32, D        , |I        , stock_trade
2025-10-10T19:14:32.695Z, SPY   , 656.6589         ,       1, D        , |4|I      , stock_trade
2025-10-10T19:14:32.694Z, SPY   , 656.6589         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:32.727Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:32.746Z, SPY   , 656.65           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.767Z, SPY   , 656.65           ,     100, D        ,           , stock_trade
2025-10-10T19:14:32.842Z, SPY   , 656.648          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:32.963Z, SPY   , 656.65           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:32.997Z, SPY   , 656.6574         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:33.089Z, SPY   , 656.6408         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:33.118Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.132Z, SPY   , 656.645          ,       5, D        , |I        , stock_trade
2025-10-10T19:14:33.230Z, SPY   , 656.65           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.433Z, SPY   , 656.63           ,     100, Z        ,           , stock_trade
2025-10-10T19:14:33.430Z, SPY   , 656.64           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.433Z, SPY   , 656.63           ,      30, Z        , |I        , stock_trade
2025-10-10T19:14:33.438Z, SPY   , 656.62           ,      10, J        , |I        , stock_trade
2025-10-10T19:14:33.439Z, SPY   , 656.6            ,       1, T        , |F|I      , stock_trade
2025-10-10T19:14:33.450Z, SPY   , 656.628          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:33.538Z, SPY   , 656.61           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.656Z, SPY   , 656.595          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.791Z, SPY   , 656.595          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:33.832Z, SPY   , 656.593          ,      20, D        , |I        , stock_trade
2025-10-10T19:14:33.937Z, SPY   , 656.6            ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.144Z, SPY   , 656.595          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.154Z, SPY   , 656.6            ,       3, D        , |I        , stock_trade
2025-10-10T19:14:34.244Z, SPY   , 656.555          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.252Z, SPY   , 656.55           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:34.283Z, SPY   , 656.61           ,      20, D        , |I        , stock_trade
2025-10-10T19:14:34.292Z, SPY   , 656.558          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:34.311Z, SPY   , 656.55           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:34.352Z, SPY   , 656.555          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.491Z, SPY   , 656.56           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.554Z, SPY   , 656.57           ,      21, D        , |I        , stock_trade
2025-10-10T19:14:34.555Z, SPY   , 656.565          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:34.596Z, SPY   , 656.565          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.617Z, SPY   , 656.576          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:34.704Z, SPY   , 656.565          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.861Z, SPY   , 656.56           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:34.876Z, SPY   , 656.555          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:34.921Z, SPY   , 656.555          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:34.971Z, SPY   , 656.585          ,      20, D        , |I        , stock_trade
2025-10-10T19:14:35.008Z, SPY   , 656.6            ,       2, D        , |I        , stock_trade
2025-10-10T19:14:35.062Z, SPY   , 656.5916         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:35.122Z, SPY   , 656.58           ,      60, P        , |I        , stock_trade
2025-10-10T19:14:35.126Z, SPY   , 656.585          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.123Z, SPY   , 656.58           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.124Z, SPY   , 656.58           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.216Z, SPY   , 656.575          ,      10, D        , |I        , stock_trade
2025-10-10T19:14:35.277Z, SPY   , 656.575          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.285Z, SPY   , 656.6            ,       3, D        , |I        , stock_trade
2025-10-10T19:14:35.304Z, SPY   , 656.59           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.377Z, SPY   , 656.58           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.378Z, SPY   , 656.59           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.380Z, SPY   , 656.59           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.377Z, SPY   , 656.58           ,       1, N        , |I        , stock_trade
2025-10-10T19:14:35.377Z, SPY   , 656.59           ,      41, P        , |I        , stock_trade
2025-10-10T19:14:35.380Z, SPY   , 656.59           ,     100, P        ,           , stock_trade
2025-10-10T19:14:35.511Z, SPY   , 656.605          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.562Z, SPY   , 656.6096         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:35.651Z, SPY   , 656.605          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.776Z, SPY   , 656.565          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.779Z, SPY   , 656.56           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:35.968Z, SPY   , 656.575          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:35.975Z, SPY   , 656.5735         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:35.978Z, SPY   , 656.575          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:36.024Z, SPY   , 656.572          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:36.107Z, SPY   , 656.575          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.216Z, SPY   , 656.575          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.228Z, SPY   , 656.58           ,     100, P        ,           , stock_trade
2025-10-10T19:14:36.234Z, SPY   , 656.558          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:36.238Z, SPY   , 656.58           ,     173, D        ,           , stock_trade
2025-10-10T19:14:36.239Z, SPY   , 656.58           ,     127, D        ,           , stock_trade
2025-10-10T19:14:36.287Z, SPY   , 656.5804         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:36.389Z, SPY   , 656.585          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.536Z, SPY   , 656.6            ,     150, D        ,           , stock_trade
2025-10-10T19:14:36.571Z, SPY   , 656.605          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.707Z, SPY   , 656.62           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.730Z, SPY   , 656.62           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:36.821Z, SPY   , 656.625          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:36.840Z, SPY   , 656.626          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:36.843Z, SPY   , 656.63           ,      96, P        , |F|I      , stock_trade
2025-10-10T19:14:36.841Z, SPY   , 656.63           ,      27, N        , |F|I      , stock_trade
2025-10-10T19:14:36.841Z, SPY   , 656.63           ,      60, N        , |F|I      , stock_trade
2025-10-10T19:14:36.842Z, SPY   , 656.63           ,      60, P        , |F|I      , stock_trade
2025-10-10T19:14:36.942Z, SPY   , 656.615          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.042Z, SPY   , 656.605          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.139Z, SPY   , 656.62           ,      67, P        , |I        , stock_trade
2025-10-10T19:14:37.142Z, SPY   , 656.615          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.181Z, SPY   , 656.62           ,       8, D        , |I        , stock_trade
2025-10-10T19:14:37.257Z, SPY   , 656.615          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.358Z, SPY   , 656.635          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.407Z, SPY   , 656.65           ,      50, P        , |F|I      , stock_trade
2025-10-10T19:14:37.408Z, SPY   , 656.65           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:37.411Z, SPY   , 656.652          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:37.409Z, SPY   , 656.65           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:37.409Z, SPY   , 656.65           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:37.433Z, SPY   , 656.64           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:37.441Z, SPY   , 656.6501         ,     109, D        ,           , stock_trade
2025-10-10T19:14:37.442Z, SPY   , 656.6188         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:37.466Z, SPY   , 656.65           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.579Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.590Z, SPY   , 656.644          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:37.728Z, SPY   , 656.655          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.834Z, SPY   , 656.68           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:37.833Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:37.882Z, SPY   , 656.67           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:37.883Z, SPY   , 656.67           ,      50, P        , |F|I      , stock_trade
2025-10-10T19:14:37.884Z, SPY   , 656.67           ,      10, D        , |I        , stock_trade
2025-10-10T19:14:37.958Z, SPY   , 656.66           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:37.961Z, SPY   , 656.6782         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:37.970Z, SPY   , 656.6716         ,      10, D        , |I        , stock_trade
2025-10-10T19:14:37.990Z, SPY   , 656.605          ,     100, D        ,           , stock_trade
2025-10-10T19:14:38.010Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.129Z, SPY   , 656.67           ,      25, P        , |I        , stock_trade
2025-10-10T19:14:38.169Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.248Z, SPY   , 656.66           ,     100, D        ,           , stock_trade
2025-10-10T19:14:38.269Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.375Z, SPY   , 656.6186         ,       4, D        , |I        , stock_trade
2025-10-10T19:14:38.380Z, SPY   , 656.6186         ,       6, D        , |I        , stock_trade
2025-10-10T19:14:38.471Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.508Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:38.573Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.579Z, SPY   , 656.6704         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:38.583Z, SPY   , 656.6704         ,       1, D        , |4|I      , stock_trade
2025-10-10T19:14:38.614Z, SPY   , 656.67           ,     100, P        ,           , stock_trade
2025-10-10T19:14:38.661Z, SPY   , 656.6699         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:38.661Z, SPY   , 656.67           ,      25, D        , |I        , stock_trade
2025-10-10T19:14:38.826Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:38.830Z, SPY   , 656.6686         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:38.874Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:38.900Z, SPY   , 656.665          ,      20, D        , |I        , stock_trade
2025-10-10T19:14:38.933Z, SPY   , 656.6614         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:38.947Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.055Z, SPY   , 656.6758         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:39.108Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.184Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:39.227Z, SPY   , 656.67           ,       5, P        , |I        , stock_trade
2025-10-10T19:14:39.229Z, SPY   , 656.67           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.431Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.489Z, SPY   , 656.6788         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:39.562Z, SPY   , 656.6651         ,       4, D        , |I        , stock_trade
2025-10-10T19:14:39.574Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.620Z, SPY   , 656.645          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:39.741Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.756Z, SPY   , 656.6486         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:39.855Z, SPY   , 656.6401         ,      10, D        , |I        , stock_trade
2025-10-10T19:14:39.862Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:39.961Z, SPY   , 656.6586         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:40.088Z, SPY   , 656.655          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.151Z, SPY   , 656.652          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:40.180Z, SPY   , 656.66           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:40.195Z, SPY   , 656.655          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.299Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.306Z, SPY   , 656.6599         ,     100, D        ,           , stock_trade
2025-10-10T19:14:40.348Z, SPY   , 656.67           ,       1, T        , |F|I      , stock_trade
2025-10-10T19:14:40.564Z, SPY   , 656.7            ,     100, D        , |7|V      , stock_trade
2025-10-10T19:14:40.615Z, SPY   , 656.69           ,       4, D        , |I        , stock_trade
2025-10-10T19:14:40.625Z, SPY   , 656.685          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.664Z, SPY   , 656.6702         ,      75, D        , |I        , stock_trade
2025-10-10T19:14:40.767Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.794Z, SPY   , 656.68           ,       3, D        , |I        , stock_trade
2025-10-10T19:14:40.883Z, SPY   , 656.68           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:40.952Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:40.952Z, SPY   , 656.671          ,      10, Y        , |I        , stock_trade
2025-10-10T19:14:41.079Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:41.110Z, SPY   , 656.672          ,      10, D        , |I        , stock_trade
2025-10-10T19:14:41.249Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:41.350Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:41.364Z, SPY   , 656.67           ,       4, P        , |I        , stock_trade
2025-10-10T19:14:41.530Z, SPY   , 656.6696         ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.654Z, SPY   , 656.66           ,       4, D        , |I        , stock_trade
2025-10-10T19:14:41.661Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.710Z, SPY   , 656.665          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.775Z, SPY   , 656.665          ,      50, D        , |I        , stock_trade
2025-10-10T19:14:41.776Z, SPY   , 656.665          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.823Z, SPY   , 656.66           ,      15, D        , |I        , stock_trade
2025-10-10T19:14:41.824Z, SPY   , 656.665          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.859Z, SPY   , 656.66           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.877Z, SPY   , 656.6687         ,       2, D        , |I        , stock_trade
2025-10-10T19:14:41.901Z, SPY   , 656.675          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.919Z, SPY   , 656.67           ,      35, P        , |F|I      , stock_trade
2025-10-10T19:14:41.921Z, SPY   , 656.665          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:41.922Z, SPY   , 656.67           ,     281, P        , |F        , stock_trade
2025-10-10T19:14:41.940Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:41.955Z, SPY   , 656.671          ,       2, Y        , |I        , stock_trade
2025-10-10T19:14:42.049Z, SPY   , 656.6800000000001,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.060Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.063Z, SPY   , 656.67           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.139Z, SPY   , 656.672          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.160Z, SPY   , 656.68           ,       6, Z        , |I        , stock_trade
2025-10-10T19:14:42.160Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.287Z, SPY   , 656.675          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.324Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.345Z, SPY   , 656.7            ,       3, P        , |I        , stock_trade
2025-10-10T19:14:42.354Z, SPY   , 656.692          ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.418Z, SPY   , 656.68           ,       1, D        , |I        , stock_trade
2025-10-10T19:14:42.447Z, SPY   , 656.69           ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.473Z, SPY   , 656.685          ,     100, D        ,           , stock_trade
2025-10-10T19:14:42.474Z, SPY   , 656.68           ,      13, D        , |I        , stock_trade
2025-10-10T19:14:42.528Z, SPY   , 656.67           ,      50, P        , |I        , stock_trade
2025-10-10T19:14:42.532Z, SPY   , 656.67           ,     100, P        ,           , stock_trade
2025-10-10T19:14:42.528Z, SPY   , 656.67           ,      14, P        , |I        , stock_trade
2025-10-10T19:14:42.545Z, SPY   , 656.65           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:42.544Z, SPY   , 656.65           ,      50, P        , |F|I      , stock_trade
2025-10-10T19:14:42.552Z, SPY   , 656.645          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.562Z, SPY   , 656.67           ,     100, P        , |F        , stock_trade
2025-10-10T19:14:42.631Z, SPY   , 656.6744         ,     100, D        ,           , stock_trade
2025-10-10T19:14:42.685Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:42.785Z, SPY   , 656.67           ,      25, P        , |I        , stock_trade
2025-10-10T19:14:42.816Z, SPY   , 656.675          ,       2, D        , |I        , stock_trade
2025-10-10T19:14:42.900Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:43.004Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:43.106Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:43.212Z, SPY   , 656.675          ,     100, SYNTHETIC, TEST      , synthetic_trade
2025-10-10T19:14:43.325Z, SPY   , 656.66           ,       3, D        , |I        , stock_trade
